country,Year,Population,Yearly %   Change,Yearly  Change,Migrants (net),Median Age,Fertility Rate,Density (P/Km²),Urban  Pop %,Urban Population,Country's Share of  World Pop,World Population,Rank
Niger,1965,3914117,2.92 %,105071,-2309.0,15.6,7.5,3,6.8 %,266487,0.12 %,3339583597,93
Niger,1960,3388764,2.77 %,86645,-5025.0,15.8,7.4,3,5.8 %,196327,0.11 %,3034949748,93
Niger,1955,2955541,2.92 %,79168,1000.0,15.6,7.3,2,5.3 %,156807,0.11 %,2773019936,93
Nigeria,2020,206139589,2.58 %,5175990,-60000.0,18.1,5.42,226,52.0 %,107112526,2.64 %,7794798739,7
Nigeria,2019,200963599,2.60 %,5088916,-60000.0,17.9,5.67,221,51.2 %,102805995,2.61 %,7713468100,7
Nigeria,2018,195874683,2.62 %,5001439,-60000.0,17.9,5.67,215,50.3 %,98610801,2.57 %,7631091040,7
Nigeria,2017,190873244,2.64 %,4913003,-60000.0,17.9,5.67,210,49.5 %,94525016,2.53 %,7547858925,7
Nigeria,2016,185960241,2.66 %,4822793,-60000.0,17.9,5.67,204,48.7 %,90546177,2.49 %,7464022049,7
Nigeria,2015,181137448,2.71 %,4526850,-60000.0,17.9,5.74,199,47.8 %,86673094,2.45 %,7379797139,7
Nigeria,2010,158503197,2.68 %,3927636,-60000.0,17.9,5.91,174,43.5 %,68949828,2.28 %,6956823603,7
Nigeria,2005,138865016,2.58 %,3316233,-34000.0,18.0,6.05,152,39.1 %,54288918,2.12 %,6541907027,9
Nigeria,2000,122283850,2.53 %,2867103,-19005.0,17.9,6.17,134,34.9 %,42627440,1.99 %,6143493823,10
Nigeria,1995,107948335,2.54 %,2547177,-19154.0,17.7,6.37,119,32.2 %,34785545,1.88 %,5744212979,10
Nigeria,1990,95212450,2.64 %,2329933,-18281.0,17.4,6.6,105,29.7 %,28276132,1.79 %,5327231061,10
Nigeria,1985,83562785,2.62 %,2027830,-135413.0,17.5,6.76,92,25.7 %,21434266,1.72 %,4870921740,10
Nigeria,1980,73423633,2.99 %,2009867,164143.0,18.0,6.76,81,22.0 %,16139321,1.65 %,4458003514,11
Nigeria,1975,63374298,2.51 %,1478431,-7705.0,18.3,6.61,70,19.8 %,12535584,1.55 %,4079480606,11
Nigeria,1970,55982144,2.23 %,1170845,-8669.0,18.7,6.35,61,17.8 %,9942297,1.51 %,3700437046,11
Nigeria,1965,50127921,2.12 %,997893,204.0,19.0,6.35,55,16.6 %,8296771,1.50 %,3339583597,13
Nigeria,1960,45138458,1.90 %,810472,541.0,19.1,6.35,50,15.4 %,6955737,1.49 %,3034949748,13
Nigeria,1955,41086100,1.65 %,645270,674.0,19.1,6.35,45,12.1 %,4952844,1.48 %,2773019936,13
Niue,2019,1615,-0.31 %,-5,,,,6,45.9 %,741,0.00 %,7713468100,233
Niue,2018,1620,0.68 %,11,,,,6,44.9 %,727,0.00 %,7631091040,233
Niue,2017,1609,-0.31 %,-5,,,,6,44.3 %,713,0.00 %,7547858925,233
Niue,2016,1614,-0.31 %,-5,,,,6,43.6 %,703,0 %,7464022049,233
Niue,2015,1619,0.01 %,0,,,,6,42.8 %,693,0 %,7379797139,233
Niue,2010,1618,-0.78 %,-13,,,,6,38.9 %,630,0 %,6956823603,233
Niue,2005,1683,-2.39 %,-43,,,,6,35.2 %,593,0 %,6541907027,233
Niue,2000,1899,-2.59 %,-53,,,,7,33.1 %,628,0 %,6143493823,233
Niue,1995,2165,-1.45 %,-33,,,,8,31.5 %,681,0 %,5744212979,233
Niue,1990,2329,-3.05 %,-78,,,,9,30.9 %,720,0 %,5327231061,232
Niue,1985,2719,-4.39 %,-137,,,,10,31 %,844,0 %,4870921740,232
Niue,1980,3404,-3.06 %,-114,,,,13,27 %,920,0 %,4458003514,231
Niue,1975,3976,-4.99 %,-232,,,,15,23.4 %,929,0 %,4079480606,231
Niue,1970,5135,0.14 %,7,,,,20,21.1 %,1083,0 %,3700437046,231
Niue,1965,5098,1.1 %,54,,,,20,19.8 %,1009,0 %,3339583597,228
Niue,1960,4826,0.56 %,26,,,,19,21.5 %,1038,0 %,3034949748,228
Niue,1955,4694,0.12 %,5,,,,18,21.5 %,1009,0 %,2773019936,228
North Korea,2020,25778816,0.44 %,112655,-5403.0,35.3,1.91,214,62.5 %,16119904,0.33 %,7794798739,54
North Korea,2019,25666161,0.46 %,116557,-5403.0,34.4,1.93,213,62.3 %,15985383,0.33 %,7713468100,54
North Korea,2018,25549604,0.47 %,119779,-5403.0,34.4,1.93,212,62.0 %,15852816,0.33 %,7631091040,52
North Korea,2017,25429825,0.48 %,122160,-5403.0,34.4,1.93,211,61.8 %,15722409,0.34 %,7547858925,52
North Korea,2016,25307665,0.49 %,123832,-5403.0,34.4,1.93,210,61.6 %,15594374,0.34 %,7464022049,51
North Korea,2015,25183833,0.51 %,126999,-5403.0,34.1,1.93,209,61.4 %,15468816,0.34 %,7379797139,51
North Korea,2010,24548836,0.53 %,128934,-4936.0,33.0,1.95,204,60.5 %,14847551,0.35 %,6956823603,48
North Korea,2005,23904167,0.84 %,195018,-3438.0,31.5,2.0,199,59.8 %,14295919,0.37 %,6541907027,46
North Korea,2000,22929075,0.96 %,213355,-2786.0,29.4,2.01,190,59.4 %,13622723,0.37 %,6143493823,45
North Korea,1995,21862299,1.50 %,313849,0.0,27.3,2.25,182,59.0 %,12902762,0.38 %,5744212979,42
North Korea,1990,20293054,1.46 %,283163,0.0,25.0,2.36,169,58.4 %,11847860,0.38 %,5327231061,41
North Korea,1985,18877238,1.56 %,281020,0.0,23.5,2.8,157,57.6 %,10881506,0.39 %,4870921740,40
North Korea,1980,17472140,1.43 %,239480,0.0,21.8,2.85,145,56.9 %,9941648,0.39 %,4458003514,39
North Korea,1975,16274740,2.46 %,372868,0.0,19.6,4.0,135,56.7 %,9227778,0.40 %,4079480606,37
North Korea,1970,14410400,2.81 %,372575,0.0,21.0,4.39,120,54.2 %,7810437,0.39 %,3700437046,37
North Korea,1965,12547525,1.89 %,224670,0.0,21.1,3.85,104,45.1 %,5657767,0.38 %,3339583597,36
North Korea,1960,11424176,2.52 %,267437,0.0,19.9,5.12,95,40.2 %,4591910,0.38 %,3034949748,36
North Korea,1955,10086991,-0.89 %,-92496,-113683.0,19.1,3.46,84,35.5 %,3577106,0.36 %,2773019936,36
North Macedonia,2020,2083374,0.00 %,-85,-1000.0,39.1,1.5,83,58.6 %,1221133,0.03 %,7794798739,148
North Macedonia,2019,2083459,0.02 %,502,-1000.0,37.8,1.5,83,58.3 %,1214639,0.03 %,7713468100,148
North Macedonia,2018,2082957,0.05 %,961,-1000.0,37.8,1.5,83,58.0 %,1208563,0.03 %,7631091040,148
North Macedonia,2017,2081996,0.06 %,1253,-1000.0,37.8,1.5,83,57.8 %,1202988,0.03 %,7547858925,147
North Macedonia,2016,2080743,0.07 %,1415,-1000.0,37.8,1.5,83,57.6 %,1198008,0.03 %,7464022049,146
North Macedonia,2015,2079328,0.08 %,1717,-1771.0,37.4,1.5,82,57.4 %,1193694,0.03 %,7379797139,146
North Macedonia,2010,2070741,0.10 %,2094,-1480.0,35.7,1.46,82,57.1 %,1182169,0.03 %,6956823603,144
North Macedonia,2005,2060273,0.25 %,5091,-2914.0,34.0,1.64,82,57.5 %,1185317,0.03 %,6541907027,143
North Macedonia,2000,2034819,0.51 %,10313,-1000.0,32.3,1.83,81,58.5 %,1191344,0.03 %,6143493823,143
North Macedonia,1995,1983252,-0.13 %,-2595,-20021.0,30.7,2.12,79,59.6 %,1181760,0.03 %,5744212979,143
North Macedonia,1990,1996228,0.15 %,2939,-19764.0,29.2,2.27,79,57.8 %,1153603,0.04 %,5327231061,142
North Macedonia,1985,1981534,0.59 %,11467,-14550.0,27.6,2.45,79,55.7 %,1103639,0.04 %,4870921740,137
North Macedonia,1980,1924197,1.31 %,24237,-2950.0,25.9,2.54,76,53.5 %,1028843,0.04 %,4458003514,134
North Macedonia,1975,1803010,0.94 %,16442,-12200.0,24.0,2.86,71,50.6 %,911764,0.04 %,4079480606,133
North Macedonia,1970,1720800,1.56 %,25673,-5796.0,22.5,3.44,68,47.1 %,810133,0.05 %,3700437046,133
North Macedonia,1965,1592433,1.36 %,20753,-8188.0,21.7,3.65,63,40.4 %,642632,0.05 %,3339583597,129
North Macedonia,1960,1488667,1.35 %,19244,-8988.0,21.5,4.14,59,34.0 %,506451,0.05 %,3034949748,131
North Macedonia,1955,1392449,2.11 %,27601,0.0,21.6,5.06,55,28.4 %,395856,0.05 %,2773019936,129
Northern Mariana Islands,2019,57216,0.59 %,334,,,,124,88.6 %,50665,0.00 %,7713468100,208
Northern Mariana Islands,2018,56882,0.57 %,320,,,,124,88.9 %,50568,0.00 %,7631091040,208
Northern Mariana Islands,2017,56562,0.67 %,374,,,,123,89.2 %,50473,0.00 %,7547858925,208
Northern Mariana Islands,2016,56188,0.73 %,408,,,,122,89.5 %,50315,0 %,7464022049,209
Northern Mariana Islands,2015,55780,0.66 %,362,,,,121,89.8 %,50078,0 %,7379797139,210
Northern Mariana Islands,2010,53971,-0.93 %,-514,,,,117,91.7 %,49498,0 %,6956823603,210
Northern Mariana Islands,2005,56542,-0.32 %,-182,,,,123,N.A.,N.A.,0 %,6541907027,208
Northern Mariana Islands,2000,57453,4.61 %,2317,,,,125,N.A.,N.A.,0 %,6143493823,207
Northern Mariana Islands,1995,45870,0.05 %,24,,,,100,N.A.,N.A.,0 %,5744212979,209
Northern Mariana Islands,1990,45752,9.76 %,3406,,,,99,83.4 %,38170,0 %,5327231061,210
Northern Mariana Islands,1985,28720,11.54 %,2417,,,,62,89.5 %,25712,0 %,4870921740,213
Northern Mariana Islands,1980,16633,2.19 %,342,,,,36,88.3 %,14684,0 %,4458003514,216
Northern Mariana Islands,1975,14924,2.81 %,386,,,,32,81.6 %,12177,0 %,4079480606,216
Northern Mariana Islands,1970,12994,3.35 %,394,,,,28,70.8 %,9197,0 %,3700437046,216
Northern Mariana Islands,1965,11022,2.01 %,209,,,,24,33.3 %,3671,0 %,3339583597,218
Northern Mariana Islands,1960,9979,4.56 %,399,,,,22,51.5 %,5140,0 %,3034949748,217
Northern Mariana Islands,1955,7985,2.67 %,197,,,,17,46 %,3671,0 %,2773019936,218
Norway,2020,5421241,0.79 %,42384,28000.0,39.8,1.68,15,83.4 %,4521838,0.07 %,7794798739,119
Norway,2019,5378857,0.77 %,40895,28000.0,39.3,1.79,15,83.0 %,4462009,0.07 %,7713468100,119
Norway,2018,5337962,0.79 %,41636,28000.0,39.3,1.79,15,82.5 %,4403040,0.07 %,7631091040,118
Norway,2017,5296326,0.86 %,45377,28000.0,39.3,1.79,14,82.0 %,4343569,0.07 %,7547858925,118
Norway,2016,5250949,0.98 %,51113,28000.0,39.3,1.79,14,81.5 %,4281776,0.07 %,7464022049,118
Norway,2015,5199836,1.25 %,62792,44363.0,39.2,1.82,14,81.1 %,4216608,0.07 %,7379797139,118
Norway,2010,4885878,1.07 %,50703,32687.0,38.7,1.92,13,79.1 %,3864811,0.07 %,6956823603,118
Norway,2005,4632364,0.58 %,26599,13480.0,38.0,1.81,13,77.7 %,3598210,0.07 %,6541907027,116
Norway,2000,4499367,0.60 %,26474,11755.0,36.9,1.86,12,76.0 %,3420409,0.07 %,6143493823,115
Norway,1995,4366995,0.56 %,23942,9381.0,36.1,1.89,12,73.8 %,3222278,0.08 %,5744212979,114
Norway,1990,4247285,0.45 %,18836,7743.0,35.4,1.8,12,72.0 %,3056180,0.08 %,5327231061,114
Norway,1985,4153105,0.33 %,13406,4961.0,34.6,1.69,11,71.3 %,2961588,0.09 %,4870921740,108
Norway,1980,4086076,0.39 %,15609,4146.0,33.3,1.81,11,70.5 %,2882531,0.09 %,4458003514,104
Norway,1975,4008031,0.67 %,26394,3174.0,32.4,2.35,11,68.2 %,2732942,0.10 %,4079480606,100
Norway,1970,3876060,0.80 %,30319,836.0,32.9,2.8,11,65.4 %,2534798,0.10 %,3700437046,96
Norway,1965,3724463,0.78 %,28391,-455.0,34.1,2.9,10,57.6 %,2144102,0.11 %,3339583597,86
Norway,1960,3582507,0.87 %,30433,-1888.0,34.3,2.84,10,49.9 %,1788399,0.12 %,3034949748,90
Norway,1955,3430340,0.99 %,33013,-792.0,33.6,2.6,9,50.2 %,1722816,0.12 %,2773019936,86
Oman,2020,5106626,2.65 %,131640,87400.0,30.6,2.93,16,87.0 %,4442970,0.07 %,7794798739,120
Oman,2019,4974986,3.01 %,145513,87400.0,29.3,2.91,16,85.9 %,4273762,0.06 %,7713468100,122
Oman,2018,4829473,3.51 %,163545,87400.0,29.3,2.91,16,84.5 %,4083206,0.06 %,7631091040,122
Oman,2017,4665928,4.17 %,186709,87400.0,29.3,2.91,15,83.0 %,3874042,0.06 %,7547858925,125
Oman,2016,4479219,4.96 %,211871,87400.0,29.3,2.91,14,81.5 %,3650429,0.06 %,7464022049,126
Oman,2015,4267348,7.01 %,245183,177156.0,29.0,2.9,14,80.1 %,3416565,0.06 %,7379797139,126
Oman,2010,3041434,3.91 %,106037,53400.0,26.2,2.9,10,75.2 %,2285997,0.04 %,6956823603,136
Oman,2005,2511251,2.06 %,48656,3000.0,22.9,3.2,8,72.4 %,1818164,0.04 %,6541907027,140
Oman,2000,2267973,0.57 %,12739,-38674.0,20.9,4.46,7,71.6 %,1623172,0.04 %,6143493823,141
Oman,1995,2204277,4.00 %,78423,20940.0,20.9,6.27,7,71.7 %,1579777,0.04 %,5744212979,139
Oman,1990,1812161,3.88 %,62749,2234.0,17.9,7.85,6,66.1 %,1197883,0.03 %,5327231061,144
Oman,1985,1498418,5.36 %,68808,16300.0,17.5,8.32,5,57.1 %,855282,0.03 %,4870921740,145
Oman,1980,1154377,5.53 %,54466,15282.0,17.6,8.1,4,47.6 %,549043,0.03 %,4458003514,145
Oman,1975,882047,4.03 %,31639,5094.0,17.1,7.41,3,38.2 %,337059,0.02 %,4079480606,148
Oman,1970,723851,2.98 %,19768,-1000.0,16.9,7.31,2,29.7 %,214732,0.02 %,3700437046,148
Oman,1965,625009,2.53 %,14654,-2000.0,17.4,7.25,2,22.3 %,139614,0.02 %,3339583597,149
Oman,1960,551740,2.16 %,11184,-2000.0,18.0,7.25,2,16.4 %,90485,0.02 %,3034949748,150
Oman,1955,495818,1.67 %,7880,-2000.0,18.5,7.25,2,12.0 %,59302,0.02 %,2773019936,149
Pakistan,2020,220892340,2.00 %,4327022,-233379.0,22.8,3.55,287,35.1 %,77437729,2.83 %,7794798739,5
Pakistan,2019,216565318,2.04 %,4337032,-233379.0,22.0,3.73,281,34.9 %,75510639,2.81 %,7713468100,5
Pakistan,2018,212228286,2.08 %,4322077,-233379.0,22.0,3.73,275,34.7 %,73630430,2.78 %,7631091040,5
Pakistan,2017,207906209,2.10 %,4274856,-233379.0,22.0,3.73,270,34.5 %,71795700,2.75 %,7547858925,5
Pakistan,2016,203631353,2.11 %,4204389,-233379.0,22.0,3.73,264,34.4 %,70005271,2.73 %,7464022049,6
Pakistan,2015,199426964,2.14 %,4000465,-215833.0,21.8,3.78,259,34.2 %,68226783,2.70 %,7379797139,6
Pakistan,2010,179424641,2.28 %,3824127,-67961.0,20.7,4.17,233,33.3 %,59691513,2.58 %,6956823603,6
Pakistan,2005,160304008,2.41 %,3592086,-130036.0,19.6,4.71,208,32.6 %,52301807,2.45 %,6541907027,6
Pakistan,2000,142343578,2.83 %,3713348,94182.0,18.8,5.37,185,32.1 %,45687389,2.32 %,6143493823,7
Pakistan,1995,123776839,2.83 %,3225784,-204677.0,18.4,5.96,161,31.6 %,39104110,2.15 %,5744212979,8
Pakistan,1990,107647921,3.15 %,3091282,27958.0,18.5,6.3,140,30.6 %,32923693,2.02 %,5327231061,8
Pakistan,1985,92191510,3.39 %,2827433,277424.0,18.6,6.44,120,29.4 %,27060895,1.89 %,4870921740,8
Pakistan,1980,78054343,3.16 %,2247493,134441.0,18.5,6.6,101,28.1 %,21910455,1.75 %,4458003514,10
Pakistan,1975,66816877,2.82 %,1734963,-27621.0,18.6,6.6,87,26.3 %,17592808,1.64 %,4079480606,10
Pakistan,1970,58142060,2.69 %,1444817,-41996.0,19.3,6.6,75,24.8 %,14416426,1.57 %,3700437046,10
Pakistan,1965,50917975,2.51 %,1185857,-18654.0,19.9,6.6,66,23.5 %,11954323,1.52 %,3339583597,14
Pakistan,1960,44988690,2.13 %,900132,-3340.0,20.1,6.6,58,22.1 %,9926658,1.48 %,3034949748,14
Pakistan,1955,40488030,1.52 %,589131,-1651.0,20.1,6.6,53,19.7 %,7968418,1.46 %,2773019936,14
Palau,2019,18008,0.56 %,101,,,,39,99.2 %,17869,0.00 %,7713468100,222
Palau,2018,17907,0.56 %,99,,,,39,98 %,17556,0.00 %,7631091040,222
Palau,2017,17808,0.47 %,83,,,,39,96.8 %,17245,0.00 %,7547858925,222
Palau,2016,17725,0.34 %,60,,,,39,95.6 %,16939,0 %,7464022049,222
Palau,2015,17665,-0.33 %,-58,,,,38,94.2 %,16638,0 %,7379797139,222
Palau,2010,17955,-1.92 %,-365,,,,39,85.3 %,15315,0 %,6956823603,223
Palau,2005,19781,0.7 %,135,,,,43,71.6 %,14163,0 %,6541907027,221
Palau,2000,19105,2.17 %,388,,,,42,70.6 %,13487,0 %,6143493823,221
Palau,1995,17164,2.65 %,421,,,,37,71.8 %,12324,0 %,5744212979,221
Palau,1990,15058,2.17 %,306,,,,33,69.7 %,10500,0 %,5327231061,221
Palau,1985,13528,2.12 %,270,,,,29,68.2 %,9228,0 %,4870921740,221
Palau,1980,12179,-1.15 %,-145,,,,26,62.6 %,7626,0 %,4458003514,219
Palau,1975,12904,1.79 %,219,,,,28,58.2 %,7507,0 %,4079480606,217
Palau,1970,11811,1.43 %,162,,,,26,58 %,6855,0 %,3700437046,217
Palau,1965,11003,2.4 %,246,,,,24,41.5 %,4570,0 %,3339583597,217
Palau,1960,9771,3.26 %,290,,,,21,56.1 %,5479,0 %,3034949748,218
Palau,1955,8322,2.26 %,176,,,,18,54.9 %,4570,0 %,2773019936,217
Panama,2020,4314767,1.61 %,68328,11200.0,29.7,2.47,58,68.0 %,2934512,0.06 %,7794798739,128
Panama,2019,4246439,1.67 %,69570,11200.0,28.7,2.57,57,67.7 %,2876295,0.06 %,7713468100,128
Panama,2018,4176869,1.71 %,70100,11200.0,28.7,2.57,56,67.5 %,2818461,0.05 %,7631091040,128
Panama,2017,4106769,1.73 %,69691,11200.0,28.7,2.57,55,67.2 %,2761008,0.05 %,7547858925,129
Panama,2016,4037078,1.73 %,68591,11200.0,28.7,2.57,54,67.0 %,2703951,0.05 %,7464022049,130
Panama,2015,3968487,1.73 %,65160,5621.0,28.4,2.6,53,66.7 %,2647313,0.05 %,7379797139,131
Panama,2010,3642687,1.81 %,62494,4449.0,27.2,2.63,49,65.1 %,2373195,0.05 %,6956823603,130
Panama,2005,3330217,1.91 %,59978,3224.0,25.9,2.68,45,63.7 %,2120900,0.05 %,6541907027,131
Panama,2000,3030328,2.04 %,58132,1959.0,24.5,2.81,41,62.2 %,1884828,0.05 %,6143493823,134
Panama,1995,2739668,2.09 %,53744,391.0,23.1,2.92,37,58.1 %,1592910,0.05 %,5744212979,131
Panama,1990,2470947,2.17 %,50349,-1879.0,21.7,3.24,33,53.9 %,1331936,0.05 %,5327231061,132
Panama,1985,2219201,2.32 %,48143,-2541.0,20.3,3.63,30,52.1 %,1157199,0.05 %,4870921740,133
Panama,1980,1978487,2.54 %,46670,-2815.0,19.1,4.19,27,50.4 %,998139,0.04 %,4458003514,133
Panama,1975,1745138,2.81 %,45171,-2458.0,18.3,4.88,23,49.0 %,855822,0.04 %,4079480606,134
Panama,1970,1519285,2.94 %,40922,-2538.0,17.8,5.41,20,47.6 %,723791,0.04 %,3700437046,135
Panama,1965,1314677,3.02 %,36336,-2386.0,17.8,5.79,18,44.4 %,584097,0.04 %,3339583597,137
Panama,1960,1132997,2.92 %,30383,-2451.0,18.0,5.87,15,41.2 %,467323,0.04 %,3034949748,135
Panama,1955,981080,2.68 %,24284,-2813.0,18.4,5.76,13,38.5 %,377396,0.04 %,2773019936,137
Papua New Guinea,2020,8947024,1.95 %,170915,-800.0,22.4,3.59,20,13.1 %,1168469,0.11 %,7794798739,98
Papua New Guinea,2019,8776109,1.97 %,169786,-800.0,21.7,3.79,19,13.0 %,1137684,0.11 %,7713468100,98
Papua New Guinea,2018,8606323,1.99 %,168287,-800.0,21.7,3.79,19,12.9 %,1108588,0.11 %,7631091040,99
Papua New Guinea,2017,8438036,2.01 %,166274,-800.0,21.7,3.79,19,12.8 %,1081089,0.11 %,7547858925,100
Papua New Guinea,2016,8271762,2.02 %,163987,-800.0,21.7,3.79,18,12.8 %,1055101,0.11 %,7464022049,100
Papua New Guinea,2015,8107775,2.09 %,159454,-800.0,21.5,3.84,18,12.7 %,1030539,0.11 %,7379797139,100
Papua New Guinea,2010,7310507,2.39 %,163121,7716.0,20.9,4.13,16,12.7 %,925387,0.11 %,6956823603,101
Papua New Guinea,2005,6494903,2.12 %,129463,-16883.0,20.4,4.39,14,12.7 %,827808,0.10 %,6541907027,101
Papua New Guinea,2000,5847586,2.43 %,132105,-5216.0,19.8,4.64,13,12.6 %,735741,0.10 %,6143493823,102
Papua New Guinea,1995,5187060,2.36 %,114244,-4223.0,19.3,4.7,11,13.3 %,689139,0.09 %,5744212979,103
Papua New Guinea,1990,4615839,2.49 %,106962,945.0,18.7,4.97,10,14.0 %,646717,0.09 %,5327231061,106
Papua New Guinea,1985,4081030,2.70 %,101965,2141.0,18.2,5.47,9,13.0 %,531198,0.08 %,4870921740,109
Papua New Guinea,1980,3571205,2.61 %,86252,-1729.0,18.0,5.87,8,12.1 %,431144,0.08 %,4458003514,111
Papua New Guinea,1975,3139945,2.44 %,71365,-1284.0,18.0,6.09,7,10.9 %,343361,0.08 %,4079480606,112
Papua New Guinea,1970,2783121,2.29 %,59537,1895.0,18.0,6.21,6,8.9 %,247610,0.08 %,3700437046,114
Papua New Guinea,1965,2485437,1.96 %,45916,1172.0,18.2,6.28,5,4.9 %,122314,0.07 %,3339583597,113
Papua New Guinea,1960,2255859,1.58 %,33922,631.0,18.9,6.26,5,3.3 %,74897,0.07 %,3034949748,113
Papua New Guinea,1955,2086247,0.83 %,16820,-2465.0,19.5,6.24,5,2.2 %,46008,0.08 %,2773019936,113
Paraguay,2020,7132538,1.25 %,87902,-16556.0,26.3,2.45,18,61.6 %,4394032,0.09 %,7794798739,106
Paraguay,2019,7044636,1.27 %,88570,-16556.0,25.0,2.57,18,61.3 %,4320371,0.09 %,7713468100,106
Paraguay,2018,6956066,1.30 %,89005,-16556.0,25.0,2.57,18,61.1 %,4247433,0.09 %,7631091040,107
Paraguay,2017,6867061,1.32 %,89189,-16556.0,25.0,2.57,17,60.8 %,4175325,0.09 %,7547858925,107
Paraguay,2016,6777872,1.33 %,89126,-16556.0,25.0,2.57,17,60.6 %,4104159,0.09 %,7464022049,107
Paraguay,2015,6688746,1.37 %,88145,-17426.0,24.7,2.6,17,60.3 %,4033246,0.09 %,7379797139,107
Paraguay,2010,6248020,1.42 %,84785,-23580.0,23.1,2.89,16,58.9 %,3680011,0.09 %,6956823603,107
Paraguay,2005,5824096,1.81 %,100179,-9430.0,21.7,3.24,15,57.3 %,3340099,0.09 %,6541907027,103
Paraguay,2000,5323201,2.19 %,109272,-8818.0,20.3,3.88,13,55.1 %,2934051,0.09 %,6143493823,107
Paraguay,1995,4776843,2.49 %,110686,-6236.0,19.6,4.31,12,52.0 %,2481860,0.08 %,5744212979,109
Paraguay,1990,4223415,2.81 %,109441,-3468.0,19.3,4.77,11,48.6 %,2051842,0.08 %,5327231061,115
Paraguay,1985,3676210,2.93 %,98917,-4262.0,18.9,5.12,9,44.9 %,1651691,0.08 %,4870921740,116
Paraguay,1980,3181625,2.65 %,78077,-9312.0,18.4,5.2,8,41.7 %,1325938,0.07 %,4458003514,118
Paraguay,1975,2791241,2.44 %,63296,-11822.0,17.6,5.35,7,39.0 %,1087938,0.07 %,4079480606,121
Paraguay,1970,2474763,2.64 %,60491,-13234.0,16.7,6.15,6,37.1 %,917029,0.07 %,3700437046,120
Paraguay,1965,2172306,2.67 %,53665,-14186.0,16.1,6.45,5,36.2 %,786779,0.07 %,3339583597,120
Paraguay,1960,1903982,2.61 %,46063,-15004.0,16.0,6.5,5,35.5 %,676837,0.06 %,3034949748,120
Paraguay,1955,1673665,2.58 %,40082,-15874.0,16.2,6.5,4,35.1 %,586668,0.06 %,2773019936,120
Peru,2020,32971854,1.42 %,461401,99069.0,31.0,2.27,26,79.1 %,26082479,0.42 %,7794798739,43
Peru,2019,32510453,1.63 %,521193,99069.0,28.2,2.37,25,79.1 %,25721093,0.42 %,7713468100,43
Peru,2018,31989260,1.73 %,544962,99069.0,28.2,2.37,25,79.3 %,25360100,0.42 %,7631091040,43
Peru,2017,31444298,1.68 %,518266,99069.0,28.2,2.37,25,79.5 %,24999015,0.42 %,7547858925,43
Peru,2016,30926032,1.49 %,455298,99069.0,28.2,2.37,24,79.7 %,24637142,0.41 %,7464022049,43
Peru,2015,30470734,0.98 %,288612,-124962.0,27.5,2.4,24,79.7 %,24271929,0.41 %,7379797139,43
Peru,2010,29027674,0.82 %,232306,-240552.0,25.5,2.68,23,77.3 %,22450249,0.42 %,6956823603,41
Peru,2005,27866145,1.04 %,281240,-181956.0,24.1,2.72,22,74.3 %,20717275,0.43 %,6541907027,38
Peru,2000,26459944,1.72 %,432157,-51160.0,22.7,3.05,21,71.5 %,18928687,0.43 %,6143493823,38
Peru,1995,24299160,1.94 %,445545,-70920.0,21.2,3.62,19,70.2 %,17055649,0.42 %,5744212979,37
Peru,1990,22071433,2.22 %,459712,-56120.0,20.1,4.2,17,68.1 %,15038734,0.41 %,5327231061,38
Peru,1985,19772872,2.42 %,445052,-35100.0,19.2,4.73,15,66.1 %,13068523,0.41 %,4870921740,38
Peru,1980,17547610,2.61 %,424573,-18820.0,18.5,5.37,14,63.9 %,11209453,0.39 %,4458003514,38
Peru,1975,15424744,2.76 %,392990,-16520.0,17.9,6.03,12,60.7 %,9360547,0.38 %,4079480606,39
Peru,1970,13459794,2.82 %,349680,-9780.0,17.6,6.55,11,56.9 %,7658573,0.36 %,3700437046,39
Peru,1965,11711392,2.89 %,311275,-5860.0,17.7,6.88,9,51.4 %,6020628,0.35 %,3339583597,44
Peru,1960,10155015,2.77 %,259325,-3900.0,18.2,6.95,8,46.4 %,4709872,0.33 %,3034949748,40
Peru,1955,8858389,2.64 %,216189,-3100.0,18.7,6.95,7,43.5 %,3856003,0.32 %,2773019936,44
Philippines,2020,109581078,1.35 %,1464463,-67152.0,25.7,2.58,368,47.5 %,52008603,1.41 %,7794798739,13
Philippines,2019,108116615,1.37 %,1465221,-67152.0,24.4,2.95,363,47.1 %,50971408,1.40 %,7713468100,13
Philippines,2018,106651394,1.41 %,1478469,-67152.0,24.4,2.95,358,46.8 %,49961978,1.40 %,7631091040,13
Philippines,2017,105172925,1.46 %,1509109,-67152.0,24.4,2.95,353,46.6 %,48978289,1.39 %,7547858925,13
Philippines,2016,103663816,1.52 %,1550604,-67152.0,24.4,2.95,348,46.3 %,48017889,1.39 %,7464022049,12
Philippines,2015,102113212,1.68 %,1629286,-166924.0,24.1,3.05,342,46.1 %,47078199,1.38 %,7379797139,12
Philippines,2010,93966780,1.71 %,1528106,-309615.0,23.1,3.3,315,45.2 %,42487934,1.35 %,6956823603,12
Philippines,2005,86326250,2.05 %,1666899,-248871.0,21.3,3.7,290,45.7 %,39435905,1.32 %,6541907027,12
Philippines,2000,77991755,2.25 %,1641533,-189869.0,20.5,3.9,262,46.1 %,35981065,1.27 %,6143493823,14
